FIPS,NAICS2017,NAICS2017_LABEL,n
28023,4451,Grocery stores,4
28023,44511,Supermarkets and other grocery (except convenience) stores,3
28023,722,Food services and drinking places,15
28069,722,Food services and drinking places,7
28097,722,Food services and drinking places,17
28105,4451,Grocery stores,9
28105,44511,Supermarkets and other grocery (except convenience) stores,6
28105,4453,"Beer, wine, and liquor stores",8
28105,722,Food services and drinking places,99
28105,7224,Drinking places (alcoholic beverages),3
28133,4451,Grocery stores,9
28133,44511,Supermarkets and other grocery (except convenience) stores,4
28133,4453,"Beer, wine, and liquor stores",3
28133,722,Food services and drinking places,31
28155,4451,Grocery stores,4
28155,44511,Supermarkets and other grocery (except convenience) stores,3
28155,722,Food services and drinking places,10
28003,4451,Grocery stores,9
28003,44511,Supermarkets and other grocery (except convenience) stores,7
28003,4453,"Beer, wine, and liquor stores",6
28003,722,Food services and drinking places,72
28001,4451,Grocery stores,5
28001,44511,Supermarkets and other grocery (except convenience) stores,5
28001,4453,"Beer, wine, and liquor stores",4
28001,722,Food services and drinking places,59
28001,7224,Drinking places (alcoholic beverages),5
28025,4451,Grocery stores,4
28025,44511,Supermarkets and other grocery (except convenience) stores,3
28025,722,Food services and drinking places,31
28033,4451,Grocery stores,23
28033,44511,Supermarkets and other grocery (except convenience) stores,18
28033,4453,"Beer, wine, and liquor stores",27
28033,722,Food services and drinking places,306
28033,7224,Drinking places (alcoholic beverages),3
28031,4451,Grocery stores,6
28031,44511,Supermarkets and other grocery (except convenience) stores,4
28031,722,Food services and drinking places,24
28053,722,Food services and drinking places,6
42045,4451,Grocery stores,215
42045,44511,Supermarkets and other grocery (except convenience) stores,135
42045,4453,"Beer, wine, and liquor stores",71
42045,722,Food services and drinking places,1113
42045,7224,Drinking places (alcoholic beverages),108
42043,4451,Grocery stores,73
42043,44511,Supermarkets and other grocery (except convenience) stores,60
42043,4453,"Beer, wine, and liquor stores",36
42043,722,Food services and drinking places,599
42043,7224,Drinking places (alcoholic beverages),34
50005,4451,Grocery stores,14
50005,44511,Supermarkets and other grocery (except convenience) stores,9
50005,4453,"Beer, wine, and liquor stores",4
50005,722,Food services and drinking places,65
50005,7224,Drinking places (alcoholic beverages),4
50025,4451,Grocery stores,26
50025,44511,Supermarkets and other grocery (except convenience) stores,17
50025,4453,"Beer, wine, and liquor stores",8
50025,722,Food services and drinking places,159
50025,7224,Drinking places (alcoholic beverages),9
50003,4451,Grocery stores,23
50003,44511,Supermarkets and other grocery (except convenience) stores,13
50003,4453,"Beer, wine, and liquor stores",10
50003,722,Food services and drinking places,103
50003,7224,Drinking places (alcoholic beverages),4
50001,4451,Grocery stores,15
50001,44511,Supermarkets and other grocery (except convenience) stores,11
50001,4453,"Beer, wine, and liquor stores",6
50001,722,Food services and drinking places,69
50009,722,Food services and drinking places,9
50023,4451,Grocery stores,33
50023,44511,Supermarkets and other grocery (except convenience) stores,21
50023,4453,"Beer, wine, and liquor stores",9
50023,722,Food services and drinking places,139
50023,7224,Drinking places (alcoholic beverages),9
49027,4451,Grocery stores,5
49027,44511,Supermarkets and other grocery (except convenience) stores,4
49027,722,Food services and drinking places,20
49045,4451,Grocery stores,9
49045,44511,Supermarkets and other grocery (except convenience) stores,5
49045,722,Food services and drinking places,71
49045,7224,Drinking places (alcoholic beverages),3
49053,4451,Grocery stores,18
49053,44511,Supermarkets and other grocery (except convenience) stores,18
49053,4453,"Beer, wine, and liquor stores",3
49053,722,Food services and drinking places,295
49025,4451,Grocery stores,3
49025,44511,Supermarkets and other grocery (except convenience) stores,3
49025,722,Food services and drinking places,27
49043,4451,Grocery stores,15
49043,44511,Supermarkets and other grocery (except convenience) stores,10
49043,4453,"Beer, wine, and liquor stores",3
49043,722,Food services and drinking places,180
49043,7224,Drinking places (alcoholic beverages),7
49019,4451,Grocery stores,4
49019,44511,Supermarkets and other grocery (except convenience) stores,3
49019,722,Food services and drinking places,57
49033,722,Food services and drinking places,12
49051,4451,Grocery stores,6
49051,44511,Supermarkets and other grocery (except convenience) stores,6
49051,722,Food services and drinking places,53
49001,4451,Grocery stores,3
49001,44511,Supermarkets and other grocery (except convenience) stores,3
49001,722,Food services and drinking places,16
49003,4451,Grocery stores,8
49003,44511,Supermarkets and other grocery (except convenience) stores,5
49003,722,Food services and drinking places,69
49021,4451,Grocery stores,6
49021,44511,Supermarkets and other grocery (except convenience) stores,4
49021,722,Food services and drinking places,95
49039,4451,Grocery stores,7
49039,44511,Supermarkets and other grocery (except convenience) stores,4
49039,722,Food services and drinking places,34
49041,4451,Grocery stores,3
49041,44511,Supermarkets and other grocery (except convenience) stores,3
49041,722,Food services and drinking places,35
49049,4451,Grocery stores,56
49049,44511,Supermarkets and other grocery (except convenience) stores,49
49049,4453,"Beer, wine, and liquor stores",4
49049,722,Food services and drinking places,809
49049,7224,Drinking places (alcoholic beverages),8
49057,4451,Grocery stores,45
49057,44511,Supermarkets and other grocery (except convenience) stores,29
49057,4453,"Beer, wine, and liquor stores",4
49057,722,Food services and drinking places,388
49057,7224,Drinking places (alcoholic beverages),19
49013,4451,Grocery stores,9
49013,44511,Supermarkets and other grocery (except convenience) stores,6
49013,722,Food services and drinking places,25
49037,722,Food services and drinking places,20
49035,4451,Grocery stores,201
49035,44511,Supermarkets and other grocery (except convenience) stores,155
49035,4453,"Beer, wine, and liquor stores",20
49035,722,Food services and drinking places,2280
49035,7224,Drinking places (alcoholic beverages),81
49047,4451,Grocery stores,4
49047,722,Food services and drinking places,52
49047,7224,Drinking places (alcoholic beverages),4
49011,4451,Grocery stores,31
49011,44511,Supermarkets and other grocery (except convenience) stores,25
49011,722,Food services and drinking places,473
49011,7224,Drinking places (alcoholic beverages),6
49055,722,Food services and drinking places,14
49007,4451,Grocery stores,4
49007,44511,Supermarkets and other grocery (except convenience) stores,4
49007,722,Food services and drinking places,28
49015,4451,Grocery stores,6
49015,44511,Supermarkets and other grocery (except convenience) stores,5
49015,722,Food services and drinking places,15
49029,722,Food services and drinking places,10
49029,7224,Drinking places (alcoholic beverages),3
49005,4451,Grocery stores,22
49005,44511,Supermarkets and other grocery (except convenience) stores,17
49005,722,Food services and drinking places,165
49017,4451,Grocery stores,4
49017,44511,Supermarkets and other grocery (except convenience) stores,4
49017,722,Food services and drinking places,27
49023,722,Food services and drinking places,21
51093,4451,Grocery stores,8
51093,44511,Supermarkets and other grocery (except convenience) stores,6
51093,4453,"Beer, wine, and liquor stores",4
51093,722,Food services and drinking places,52
51095,4451,Grocery stores,17
51095,44511,Supermarkets and other grocery (except convenience) stores,13
51095,722,Food services and drinking places,121
51167,4451,Grocery stores,6
51167,722,Food services and drinking places,32
51620,4451,Grocery stores,6
51620,722,Food services and drinking places,23
51173,4451,Grocery stores,11
51173,44511,Supermarkets and other grocery (except convenience) stores,6
51173,722,Food services and drinking places,40
51540,4451,Grocery stores,35
51540,44511,Supermarkets and other grocery (except convenience) stores,25
51540,4453,"Beer, wine, and liquor stores",7
51540,722,Food services and drinking places,259
51540,7224,Drinking places (alcoholic beverages),4
51678,4451,Grocery stores,3
51678,722,Food services and drinking places,28
51031,4451,Grocery stores,19
51031,44511,Supermarkets and other grocery (except convenience) stores,7
51031,4453,"Beer, wine, and liquor stores",5
51031,722,Food services and drinking places,72
51087,4451,Grocery stores,113
51087,44511,Supermarkets and other grocery (except convenience) stores,70
51087,4453,"Beer, wine, and liquor stores",20
51087,722,Food services and drinking places,701
51087,7224,Drinking places (alcoholic beverages),4
51089,4451,Grocery stores,20
51089,44511,Supermarkets and other grocery (except convenience) stores,11
51089,722,Food services and drinking places,51
51099,722,Food services and drinking places,34
51101,722,Food services and drinking places,25
51103,4451,Grocery stores,3
51103,44511,Supermarkets and other grocery (except convenience) stores,3
51103,722,Food services and drinking places,28
51105,4451,Grocery stores,9
51105,44511,Supermarkets and other grocery (except convenience) stores,6
51105,722,Food services and drinking places,16
51109,4451,Grocery stores,6
51109,44511,Supermarkets and other grocery (except convenience) stores,4
51109,4453,"Beer, wine, and liquor stores",3
51109,722,Food services and drinking places,36
51115,722,Food services and drinking places,12
51119,4451,Grocery stores,4
51119,44511,Supermarkets and other grocery (except convenience) stores,3
51119,722,Food services and drinking places,22
51147,4451,Grocery stores,6
51147,722,Food services and drinking places,36
51149,4451,Grocery stores,3
51149,722,Food services and drinking places,34
51159,4451,Grocery stores,4
51159,722,Food services and drinking places,8
51165,4451,Grocery stores,18
51165,44511,Supermarkets and other grocery (except convenience) stores,11
51165,4453,"Beer, wine, and liquor stores",5
51165,722,Food services and drinking places,80
51169,4451,Grocery stores,7
51169,44511,Supermarkets and other grocery (except convenience) stores,5
51169,722,Food services and drinking places,21
51177,4451,Grocery stores,34
51177,44511,Supermarkets and other grocery (except convenience) stores,20
51177,4453,"Beer, wine, and liquor stores",7
51177,722,Food services and drinking places,190
51177,7224,Drinking places (alcoholic beverages),3
51181,722,Food services and drinking places,3
51011,4451,Grocery stores,3
51011,722,Food services and drinking places,15
51043,4451,Grocery stores,4
51043,722,Food services and drinking places,19
51067,4451,Grocery stores,14
51067,44511,Supermarkets and other grocery (except convenience) stores,4
51067,4453,"Beer, wine, and liquor stores",3
51067,722,Food services and drinking places,65
51097,722,Food services and drinking places,3
51117,4451,Grocery stores,10
51117,44511,Supermarkets and other grocery (except convenience) stores,5
51117,4453,"Beer, wine, and liquor stores",3
51117,722,Food services and drinking places,56
51121,4451,Grocery stores,21
51121,44511,Supermarkets and other grocery (except convenience) stores,11
